iyear,local_datetime,location_street_address,location_city_name,location_county_name,name,narrative,fatal,injure,ignite_ind,date
2015,2015-06-18T11:46:00Z,1716 STUTZ DR.,TROY,OAKLAND,CONSUMERS ENERGY CO,"ON JUNE 18, 2015 AT APPROXIMATELY 11:46 LOIS KAY CONTRACTING (SUB-CONTRACTOR FOR FENTON EXCAVATING AND CONSTRUCTION, INC.) WAS OPERATING A ROAD TEC RX-700 MILLING MACHINE TO REMOVE THE ASPHALT SURFACE OF THE ROADWAY WHEN CONTACT WAS MADE WITH A 1-1/8"" PLASTIC SERVICE LINE AT 1716 STUTZ RD., TROY, MI (OAKLAND COUNTY) CAUSING A RELEASE OF GAS.  THE ESCAPING GAS IGNITED AND THE MILLING MACHINE WAS ENGULFED IN FLAMES.    LOIS KAY EMPLOYEES WERE AWARE THE GAS SERVICE HAD BEEN HIT AND EXITED THE MACHINE PRIOR TO THE IGNITION. NO INJURIES OCCURRED AS A RESULT OF THE FIRE.    CONSUMERS ENERGY DISTRIBUTION PERSONNEL ARRIVED ONSITE AT APPROXIMATELY 12:46.  THE MAIN WAS SQUEEZED OFF EAST OF THE SERVICE TEE AT 1716 STUTZ (DAMAGED SERVICE) STOPPING THE FLOW OF GAS AT 13:00. THE MAIN WAS A ONE-WAY FEED AND SERVICE WAS INTERRUPTED TO FIVE CUSTOMERS WEST OF THE SQUEEZE OFF LOCATION.     GAS WAS RESTORED AT 15:30 AND SERVICE RESTORATION BEGAN IMMEDIATELY FOLLOWING.  TAGS TO CONTACT CONSUMERS ENERGY TO HAVE SERVICE RESTORED WERE LEFT AT THOSE LOCATIONS IN WHICH ENTRY WAS UNAVAILABLE.",0,0,YES,2015-06-18
2015,2015-03-05T08:42:00Z,5204 TRENTON,DETROIT,WAYNE,DTE GAS COMPANY,"ON MARCH 5, 2015 AT 08:42 DTE GAS WAS NOTIFIED OF A CUSTOMER LEAK COMPLAINT AT THE RESIDENCE OF 5204 TRENTON IN DETROIT, MI.  THE DTE SERVICE TECHNICIAN ARRIVED ON THE SCENE AT 09:29 AND WAS INFORMED THERE WAS AN ODOR IN THE BASEMENT AND A 19-YEAR OLD MALE WAS INJURED THE DAY BEFORE AND WAS TAKEN TO THE HOSPITAL TO TREAT BURNS HE RECEIVED FROM THE WAIST UP.  THE TECHNICIAN BEGAN HIS LEAK INVESTIGATION AND FOUND COMBUSTIBLE READS IN THE BASEMENT FLOOR DRAIN AT 5204 TRENTON.  THE SERVICE TECHNICIAN ALSO REPORTED WINDOWS WERE BLOWN OUT AND SOME BURNING HAD OCCURRED IN THE BASEMENT AT 5204 TRENTON.   THE SERVICE TECHNICIAN ALSO FOUND COMBUSTIBLE READINGS IN THE BASEMENT FLOOR DRAINS AT ADDRESSES 5196 AND 5210 TRENTON.  A TOTAL OF ELEVEN PEOPLE WERE EVACUATED FROM THE THREE HOMES.    THE DTE GAS DISTRIBUTION CREW PERFORMED UNDERGROUND LEAK CHECKS OVER THE SERVICE LINES AND THE DISTRIBUTION MAIN IN THE AREA AROUND 5204 TRENTON.  THE CREW REPORTED A 100 FOOT SPREAD OF 98% NATURAL GAS READINGS OVER THE 6-INCH CAST IRON MAIN AND AT THE BUILDING WALLS OF ADDRESSES 5204, 5196 AND 5210 TRENTON.  THE DISTRIBUTION CREW FOUND A CIRCUMFERENTIAL CRACK IN THE 6-INCH CAST IRON MAIN.  THE DISTRIBUTION CREW REPAIRED THE LEAK WITH A 6-INCH BY 18-INCH REPAIR CLAMP. THE FROST DEPTH WAS APPROXIMATELY 48 INCHES CAUSING THE MAIN TO BREAK AND DIFFICULT TO PINPOINT THE LEAK. THE 19-YEAR OLD MALE THAT WAS INJURED LATER DIED.",1,1,YES,2015-03-05
2015,2015-02-16T14:00:00Z,2637 KINGSTOWNE DRIVE,COMMERCE TOWNSHIP,OAKLAND,CONSUMERS ENERGY CO,"CONSUMERS ENERGY WAS NOTIFIED AT APPROXIMATELY 13:01 ON FEBRUARY 16, 2015 A NATURAL GAS SERVICE LINE (1 1/8"" COPPER SERVICE LINE) LOCATED AT 2637 KINGSTOWNE DRIVE WAS PUNCTURED BY A GROUNDING ROD BEING INSTALLED (USING MOTORIZE EQUIPMENT) BY AN ELECTRICAL CONTRACTOR WORKING ON-SITE. AT APPROXIMATELY 14:00 WHILE ON-SITE INVESTIGATING THE DAMAGES AND PERFORMING THE STANDARD PRECAUTIONARY ACTIONS NECESSARY TO MAKE THE AREA SAFE THE CE EMPLOYEE WAS INFORMED BY AN ELECTRICIAN WORKING ONSITE OF A FIRE NEAR THE FURNACE IN ONE OF THE UNITS. DAMAGE TO THE SERVICE LINE ALLOWED GAS TO MIGRATE THROUGH A BASEMENT FLOOR DRAIN AND IGNITE AT 2633 KINGSTOWNE DRIVE.  THE FIRE COMPLETELY DESTROYED THE UNIT AND SEVERELY DAMAGED SEVEN (7) ADDITIONAL UNITS LOCATED IN THE BUILDING.     THE KINGSTOWNE CONDOMINIUM COMPLEX IS CENTRALLY METERED AND SHUTTING OFF GAS TO THE METER IMPACTED SERVICE TO MULTIPLE UNITS, LEAVING APPROXIMATELY FIFTY-FIVE (55) CUSTOMERS WITHOUT GAS SERVICE.  PRIOR TO THE START OF THE FIRE, 3 RESIDENTS WERE EVACUATED.   RESTORATION OF GAS SERVICE TO THE REMAINING STRUCTURES BEGAN THE EVENING OF FEBRUARY 16TH AND WAS COMPLETED THE FOLLOWING DAY.  THE SOURCE OF IGNITION IS UNKNOWN AT THIS POINT.",0,0,YES,2015-02-16
2014,2014-08-04T13:00:00Z,15253 EVANSTON,DETROIT,WAYNE,DTE GAS COMPANY,"DURING THE PROCESS OF ABANDONING THE SERVICE LINE FOR 15253 EVANSTON, A DTE GAS BACKHOE OPERATOR STRUCK THE 11/2-INCH STEEL SERVICE LINE WITH THE BACKHOE BUCKET AND CRACKED THE THREADS AT A COUPLING NEAR THE MAIN CAUSING A NATURAL GAS LEAK.  A DTE GAS MAINTENANCE FITTER ENTERED THE EXCAVATION TO STOP THE LEAK.  THE MAINTENANCE FITTER ATTEMPTED TO REMOVE THE 1-1/2 INCH PLUG FROM THE TOP OF THE STREET TEE AT THE MAIN IN ORDER TO INSERT AN EXPANDABLE STOPPER TO SHUT OFF THE GAS BUT WAS UNABLE TO DO SO.  THE MAINTENANCE FITTER DECIDED TO CUT THE SERVICE LINE WITH A FOUR-WHEEL PIPE CUTTER IN ORDER TO STOP THE FLOW OF GAS BY INSERTING A PLUG INTO THE END OF THE PIPE.  WHEN THE MAINTENANCE FITTER ATTEMPTED TO MOUNT THE CUTTER ON THE 1-1/2 INCH PIPE THE ESCAPING GAS IGNITED, BURNING THE MAINTENANCE FITTER WHO WAS STILL IN THE EXCAVATION. THE MAINTENANCE FITTER WAS TRANSPORTED TO THE HOSPITAL BY AMBULANCE AND TREATED FOR FIRST AND SECOND DEGREE BURNS TO FACE AND ARMS.  THE MAINTENANCE FITTER WAS HOSPITALIZED OVERNIGHT AND RELEASED THE NEXT DAY.  A SECOND REPAIR CREW WAS SENT TO THE SITE AND COMPLETED THE REPAIR BY INSTALLING A SERVICE SADDLE REPAIR CLAMP.",0,1,YES,2014-08-04
2014,2014-03-27T20:07:00Z,19717 FAIRPORT,DETROIT,WAYNE,DTE GAS COMPANY,"AT 20:07, ON THURSDAY, MARCH 27, 2014, DTE GAS COMPANY (DTE GAS) RESPONDED TO A REPORT OF AN EXPLOSION INVOLVING A RESIDENCE AT 19717 FAIRPORT STREET IN DETROIT, WAYNE COUNTY, MI.   AT 20:26, DTE SERVICE TECHNICIAN ARRIVED AT THE SITE AND CONFIRMED THE EXPLOSION AND REPORTED THE GAS METER WAS ON FIRE.   AT 21:50, DTE GAS SERVICE LINE WAS TESTED FOR LEAKS BETWEEN THE MAIN NEAR THE STREET TO THE METER ASSEMBLY AT THE OUTSIDE BUILDING WALL USING AIR AT A PRESSURE OF 2 PSIG FOR DURATION OF 10 MINUTES.  THE SERVICE LINE WAS FOUND TO BE AIR-TIGHT AS A RESULT OF THIS TEST, DEMONSTRATING THE SERVICE LINE WAS NOT LEAKING PRIOR TO THE EXPLOSION.  DTE GAS PERFORMED UNDERGROUND LEAK CHECKS OVER THE SERVICE LINES AND THE DISTRIBUTION MAIN IN THE AREA AROUND 19717 FAIRPORT; THERE WERE TRACE INDICATIONS OVER THE MAIN OF 0.5% GAS IN AIR, WHICH IS WELL BELOW THE LOWER EXPLOSIVE LIMIT.  THERE WERE NO READINGS ALONG THE SERVICE LINE BETWEEN THE MAIN AND THE RESIDENCE.  AS A RESULT OF THE INVESTIGATION, IT WAS DETERMINED THAT THE LOCKED SERVICE VALVE AT THE OUTSIDE METER MANIFOLD WAS BROKEN AND TURNED ON BY AN UNAUTHORIZED PERSON(S).  DTE GAS RECORDS INDICATED ON FEBRUARY 18, 2014, THE ELECTRIC AND GAS SERVICE WERE TURNED OFF AT THE REQUEST OF PROPERTY OWNER OF RECORD.  ON MARCH 26, 2014, ONLY THE ELECTRIC SERVICE WAS RESTORED AS REQUESTED BY THE PROPERTY OWNER.     THERE WERE NO FATALITIES; HOWEVER FOUR ADULTS AND TWO SMALL CHILDREN WERE SERIOUSLY INJURED IN THE EXPLOSION.  THE PROPERTY OWNER STATED THERE WAS NO LANDLORD/TENANT AGREEMENT AT THIS LOCATION.  THE CAUSE OF THE EXPLOSION IS UNDETERMINED AT THIS TIME AND THE TRACE INDICATIONS WOULD NOT HAVE CAUSED OR CONTRIBUTED TO THE EXPLOSION.",0,6,YES,2014-03-27
2014,2014-02-28T22:00:00Z,2754 WILDER LANE,WATERFORD,OAKLAND,CONSUMERS ENERGY CO,"CONSUMERS ENERGY'S FIRST RESPONDER ARRIVED ON SITE AT 2754 WILDER LANE IN WATERFORD, MI AT 10:49 PM, FEBRUARY 28, 2014, TO RESPOND TO A HOUSEFIRE INCIDENT.  PIN BAR TESTING WAS PERFORMED AT THE NORTH SIDE OF THE HOUSE NEAR THE METER, WHERE 15% GAS READS WERE FOUND.  ADDITIONAL BAR TESTING REVEALED SUSTAINED 95% GAS READS AT THE SOUTHWEST CORNER OF THE HOUSE AND 100% GAS READS APPROXIMATELY 45 FEET WEST OF THE HOUSE NEAR THE ROAD.  A STRONG GAS ODOR WAS EVIDENT IN THIS LOCATION.  FIRST RESPONDERS THEN TOOK GAS READINGS INSIDE THE BASEMENT AFTER BEING ESCORTED IN BY THE FIRE MARSHALL.    BAR TESTING AT ADJACENT HOUSES (SOUTH AND WEST OF 2754 WILDER) PRODUCED NO GAS READS.    AT 1:42 AM ON MARCH 1, A GAS DISTRIBUTION CREW ARRIVED AND EXPOSED THE 2 INCH STEEL MAIN IN FRONT OF (WEST OF) 2754 WILDER.  THE MAIN WAS BENT, CRACKED AND LEAKING.  THE CREW OPENED UP THE HOLE TO VENT THE BLOWING GAS.  A FROST BALL ON THE LEAK WAS KNOCKED OFF AT 5:45 AM, AT WHICH POINT THE GAS BEGAN BLOWING.  AT 9:20 AM, A 2"" PLIDCO REPAIR SLEEVE, WHICH STOPPED THE LEAK AND REPAIRED THE MAIN. INVESTIGATION CONCLUDED THE APPARENT CAUSE OF THE MAIN LEAK WAS DAMAGE DURING INSTALLATION OF A WATER MAIN; THE EXACT TIME PERIOD OF THE WATER MAIN INSTALLATION IS UNKNOWN. THIS CONCLUSION IS BASED ON THE OBSERVED DAMAGE AND PROXIMITY OF THE WATER MAIN. THE LOCATION OF THE MAIN LEAK WAS APPROXIMATELY 45 FEET FROM THE SOUTHWEST CORNER OF THE HOUSE. A SEARCH OF MISS DIG STAKING REQUESTS FOR THIS LOCATION DID NOT YIELD ANY RECENT STAKING TICKETS WITHIN THE LAST 15 MONTHS.    THE ORIGIN OF THE HOUSEFIRE WAS APPARENTLY THE BASEMENT OF THE HOME.  ALTHOUGH AN ON-SCENE INVESTIGATOR REPRESENTING THE HOMEOWNER'S INSURANCE COMPANY (STATE FARM) INDICATED THAT THE GAS LEAK MAY HAVE CAUSED THE FIRE, FOLLOW-UP INVESTIGATION BY CONSUMERS ENERGY INDICATES THAT THIS SCENARIO IS UNLIKELY.  THERE WAS NO EVIDENCE OF AN EXPLOSION OR INDEED IGNITION OF GAS IN THE HOME, AND WHILE THERE WERE EXTREMELY LOW LEVELS OF GAS DETECTED IN THE BASEMENT BY FIRST RESPONDERS (0.16% GAS READS, OR 4% LEL), THIS SEEMS TO HAVE OCCURRED AS A RESULT OF ALL DOORS AND WINDOWS (INCLUDING THOSE IN THE BASEMENT) BEING OPENED BY THE FIRE DEPARTMENT, ALLOWING GAS TO ENTER THE HOME FROM OUTSIDE.  THERE WERE NO APPARENT CRACKS OR HOLES IN THE BASEMENT WALL WHICH WOULD OTHERWISE PROVIDE A PATH OF MIGRATION INTO THE HOME, AND NO LEAKS WERE FOUND ON THE METER OR THE STEEL GAS SERVICE TO THE HOME.  FURTHERMORE, THE MAJORITY OF FIRE DAMAGE WAS SOME DISTANCE FROM THE NORTHWEST SIDE OF THE BASEMENT (THE SIDE CLOSEST TO THE GAS FACILITIES)    THE FIRE DEPARTMENT CHIEF ON SITE WAS ULTIMATELY UNABLE TO COME TO A DETERMINATION ON THE CAUSE OF THE HOUSEFIRE.  DUE TO THE LACK OF CERTAINTY ABOUT THE SOURCE OF FIRE, AS WELL AS PROPERTY DAMAGE WITHIN THE HOME (DAMAGES TO APPLIANCES AND SMOKE DAMAGE) LIKELY EXCEEDING $50,000, THIS INCIDENT WAS REPORTED TO THE NATIONAL RESPONSE CENTER. DAMAGE ESTIMATES FROM THE FIRE OBTAINED FROM VARIOUS INVESTIGATORS RANGE FROM APPROXIMATELY $50,000 TO $110,000; INSURANCE COMPANY REPRESENTATIVES STATED THAT THE HOME WAS INSURED TO A VALUE OF $160,000.     INVESTIGATION INTO THE CAUSE OF THE FIRE WERE INCONCLUSIVE AND REPORTED AS SUCH ON THE 30-DAY PHMSA REPORT ORIGINALLY SUBMITTED ON MARCH 27, 2014.  SUBSEQUENT SPECULATION BY AN INSURANCE COMPANY INVESTIGATOR (WITHOUT PERFORMING ANY INVESTIGATION) WAS THAT THE CAUSE OF THE FIRE WAS NATURAL GAS MIGRATION FROM AN EXTERNAL NATURAL GAS LEAK (CAUSED BY THE INSTALLATION OF A WATER MAIN).  THE SPECULATION OF THE INSURANCE COMPANY INVESTIGATOR WAS INCORPORATED INTO THE WATERFORD REGIONAL FIRE DEPARTMENT'S REPORT.  DUE TO THE COMPLETE DESTRUCTION OF THE SCENE BY THE FIRE DEPARTMENT, NO ACTUAL INVESTIGATION WAS POSSIBLE AND NO LEGITIMATE CONCLUSIONS CAN BE REACHED.",0,0,NO,2014-02-28
2013,2013-02-27T17:07:00Z,4232 COOPER AVENUE,ROYAL OAK,OAKLAND,CONSUMERS ENERGY CO,"AT APPROXIMATELY 1707 HOURS (5:07 PM) ON FEBRUARY 27, 2013, AN EXPLOSION OCCURRED AT 4232 COOPER AVENUE, ROYAL OAK, MICHIGAN.  CONSUMERS ENERGY MANAGEMENT AND FIELD PERSONNEL ARRIVED AT THE SITE AT VARIOUS TIMES BETWEEN 1715 AND 1809 IN RESPONSE TO THE INCIDENT.  WORKING WITH LOCAL POLICE AND FIRE DEPARTMENTS, CONSUMERS ENERGY EXCAVATED AND SHUT OFF THE GAS SUPPLY TO 4232 COOPER AVE AT 1836 HOURS.    INFORMATION OBTAINED FROM THE INCIDENT REVIEW AND INVESTIGATION DETERMINED THAT THE CREWS DID NOT FOLLOW COMPANY BORING PROCEDURES DURING INSTALLATION OF A NEW MAIN ALONG COOPER AVENUE.  AS A RESULT, THE OPERATION CAUSED DAMAGE TO THE STEEL GAS SERVICE LOCATED AT 4232 COOPER AVENUE IN ROYAL OAK, MICHIGAN, RESULTING IN POSSIBLE BELOW-GRADE GAS MIGRATION INTO THE STRUCTURE.  INVESTIGATION ESTABLISHED THAT CREWS DID NOT FOLLOW CONSUMERS ENERGY PROCEDURAL REQUIREMENTS TO EXCAVATE AND EXPOSE ALL ACTIVE SERVICES PRIOR TO PERFORMING BORING OPERATIONS.  THESE CREWS ALSO FAILED TO FOLLOW COMPANY GAS LEAK RESPONSE STANDARDS.    NOTE (5/15/2013 SUPPLEMENTAL REPORT):  DESPITE THE NEARBY FACILITIES BEING STAKED CORRECTLY (PART G3-12) AND LOCATE MARKS BEING VISIBLE WITHIN THE VICINITY OF THE BORING AREA (PART G3-11), FOLLOWING THE INCIDENT THERE WAS MINIMAL OBSERVATION OF STAKING FLAGS OR PAINT MARKING AT SOME SERVICE LOCATIONS ALONG COOPER AVENUE.  THAT MARKING WAS NOT IMMEDIATELY APPARENT DURING POST-INCIDENT OBSERVATIONS MAY BE DUE IN PART TO LARGE AMOUNTS OF DEBRIS IN THE AREA (AS WELL AS RECENT SNOWFALL) PARTIALLY OBSTRUCTING DIRECT OBSERVATION OF ALL FACILITY STAKING ALONG COOPER AVENUE.",1,0,YES,2013-02-27
2012,2012-01-22T15:12:00Z,15098 LAHSER ROAD,DETROIT,WAYNE,MICHIGAN CONSOLIDATED GAS CO (MICHCON),"A STRUCTURE FIRE AT 15098 LAHSER WAS REPORTED TO MICHCON BY THE DETROIT FIRE DEPT.  A MICHCON EMERGENCY RESPONSE TECHNICIAN FOUND A PRIVATE VEHICLE LODGED IN THE SOUTH WALL OF THE SINGLE-FAMILY RESIDENCE APPROX 40 FEET FROM THE ROADWAY.  WITNESSES REPORTED THE VEHICLE TRAVELLING NORTH AT 60-80 MPH MOMENTS BEFORE IMPACT AND, HAVING DISREGARDED A TRAFFIC SIGNAL APPROX ONE-HALF BLOCK TO THE SOUTH, JUMPED THE CURB AND LEFT THE ROADWAY PRIOR TO STRIKING THE LAHSER RESIDENCE, BREACHING THE OUTSIDE WALL, AND COMING TO REST INSIDE A BEDROOM.  FIRE IGNITED BY AN UNKNOWN SOURCE ENGULFED THE RESIDENCE AND THE VEHICLE.  EIGHT PERSONS IN THE RESIDENCE SELF-EVACUATED WITHOUT INJURY.  WITNESSES WERE UNABLE TO EXTRICATE THE VEHICLE DRIVER, WHO DIED AT THE SCENE FROM ACCIDENTAL INJURIES, FROM THE FIRE, OR A COMBINATION OF THESE.  A PASSENGER IN THE VEHICLE WAS TAKEN TO A LOCAL HOSPITAL AND UNDERWENT SURGERY FOR INJURIES.  A THIRD OCCUPANT OF THE VEHICLE REPORTEDLY FLED THE SCENE ON FOOT.  ALCOHOL WAS SUSPECTED AS PLAYING A ROLE IN THE CRASH.  BOTH THE VEHICLE AND THE RESIDENCE WERE TOTAL LOSSES.  THE VEHICLE HAD STRUCK THE MICHCON GAS SERVICE RISER AND METER ASSEMBLY MOUNTED ON THE OUTSIDE OF THE SOUTH WALL OF THE RESIDENCE.  THE STEEL PIPE CONNECTIONS AT THE SERVICE REGULATOR INLET AS WELL AS THE INLET OF THE UNION CONNECTION TO THE CUSTOMER'S FUEL PIPING WERE CRACKED AND COMPLETELY SEPARATED FROM THE SERVICE RISER AND THE FUEL CONNECTION, RESPECTIVELY.  THE SERVICE REGULATOR AND METER ASSEMBLY WERE CATAPULTED INTO THE ADJACENT VACANT YARD, AND NATURAL GAS LEAKING FROM THE BREACHED SERVICE RISER IGNITED AND APPEARS TO HAVE CONTRIBUTED TO THE FIRE.  RESCUERS HAD PULLED THE CRASHED VEHICLE FROM THE SIDE OF THE RESIDENCE IN AN ATTEMPT TO REACH THE DECEASED DRIVER; THE MOVEMENT OF THE VEHICLE AWAY FROM THE BUILDING CAUGHT THE REMAINDER OF THE LEAKING PLASTIC SERVICE RISER AND BENT IT AT 90 DEGREES AWAY FROM THE BUILDING, CRIMPING AND PARTIALLY CLOSING OFF THE PLASTIC TUBING AND LIMITING THE ESCAPING GAS.  MICHCON PERSONNEL ARRIVING TO THE SCENE TEMPORARILY CAPPED THE DAMAGED SERVICE RISER AT THE BUILDING WALL TO ELIMINATE THE LEAK, THEN CUT OFF AND PERMANENTLY ABANDONED THE REMAINDER OF THE SERVICE LINE AT THE MAIN LATER THAT SAME EVENING.  THE SERVICE LINE WILL NOT BE RETURNED TO OPERATION.  NO SIGN OF A PRE-EXISTING GAS LEAK WAS FOUND AT THIS RESIDENCE, AT EITHER OF THE TWO ON EITHER SIDE, OR AT ANY OF THE THREE IMMEDIATELY ACROSS THE STREET.",0,0,YES,2012-01-22
2011,2011-10-04T13:00:00Z,456 MORAN,GROSSE POINTE FARMS,WAYNE,MICHIGAN CONSOLIDATED GAS CO (MICHCON),"ON OCTOBER 4, 2011, A  GAS LEAK REPAIR ORDER FOR THE ADDRESS OF 456 MORAN IN GROSSE POINTE FARMS, WAYNE COUNTY, MI WAS ASSIGNED TO A TWO PERSON CREW.  THE CREW CONSISTED OF A DISTRIBUTION GENERAL FITTER AND A SERVICE TECHNICIAN. THE CREW EXCAVATED AND EXPOSED A 6-INCH CAST IRON DISTRIBUTION MAIN OPERATING AT 5 PSIG.  THE DISTRIBUTION GENERAL FITTER, WHILE WEARING A SUPPLIED AIR-RESPIRATOR, PREPARED THE CAST IRON MAIN FOR INSTALLATION OF A 6-INCH BY 9-INCHES IN LENGTH PIPE REPAIR CLAMP.  THE DISTRIBUTION GENERAL FITTER INSTALLED THE CLAMP AND TIGHTENED THE BOLTS TO STOP THE LEAK.  THE DISTRIBUTION GENERAL FITTER REMOVED THE SUPPLIED AIR-RESPIRATOR FOR UNKNOWN REASONS. THEREAFTER, HE PROCEEDED TO FINISH TIGHTENING THE BOLTS AND SOAP CHECK THE PIPE TO VERIFY THAT THE LEAK WAS STOPPED.  AT THAT TIME, THE SERVICE TECHNICIAN LEFT THE TOP OF THE EXCAVATION AND WENT TO THE TRUCK TO RETRIEVE COATING FOR THE REPAIR CLAMP WHEN HE HEARD THE SOUND OF GAS BLOWING FROM THE EXCAVATION.  THE SERVICE TECHNICIAN IMMEDIATELY RETURNED TO THE EXCAVATION AND FOUND THE DISTRIBUTION GENERAL FITTER KNEELING FACE DOWN OVER THE GAS MAIN AND UNRESPONSIVE TO VERBAL COMMANDS.  THE SERVICE TECHNICIAN ATTEMPTED TO RETRIEVE THE DISTRIBUTION GENERAL FITTER FROM THE EXCAVATION BUT WAS UNABLE TO DO SO AND CALLED 911.  GROSSE POINTE FARMS POLICE AND EMS PERSONNEL RESPONDED TO THE SCENE AND PULLED THE DISTRIBUTION GENERAL FITTER FROM THE EXCAVATION; HE WAS TRANSFERRED TO ST. JOHN'S HOSPITAL IN DETROIT, MI WHERE HE WAS PRONOUNCED DEAD.  A SECOND REPAIR CREW WAS CALLED IN TO REPAIR THE GAS MAIN FOLLOWING THE INCIDENT AND INSTALLED A 6-INCH BY 12-INCHES IN LENGTH REPAIR CLAMP ADJACENT TO THE FIRST REPAIR CLAMP;  HOWEVER THE CLAMP FURTHER CRUSHED THE CORRODED/WEAKENED PIPE.   BOTH REPAIR CLAMPS WERE REMOVED AND A 6-INCH BY 30-INCHES IN LENGTH REPAIR CLAMP WAS INSTALLED TO REPAIR THE LEAK.     ON NOVEMBER 1, 2011, THE PIPE WAS REMOVED AND RECOVERED FOR EXAMINATION AND A METALLURGICAL ANALYSIS BY A THIRD PARTY LABORATORY.  THE ANALYSIS CONCLUDED THAT LOCALIZED GRAPHITIC CORROSION WEAKENED THE FRACTURED PIECES OF PIPE THAT WERE CRUSHED WHEN TIGHTENING THE REPAIR CLAMPS.",1,0,NO,2011-10-04
2011,2011-07-06T13:44:00Z,135 CRAWFORD STREET,OXFORD,OAKLAND,CONSUMERS ENERGY CO,"CONTRACTOR ASI PAVING WHILE MILLING A PARKING LOT CUT THROUGH A 1-1/8"" PLASTIC MEDIUM PRESSURE GAS SERVICE TO 135 CRAWFORD CAUSING A FIRE AND IGNITING CONTRACTOR'S EQUIPMENT.  THE APARTMENT COMPLEX WAS EVACUATED.  THERE WERE NO INJURIES. OXFORD FIRE DEPARTMENT RESPONDED TO EXTINGUISH THE FIRE AND PUT IT OUT AT 14:41.  GAS FLOW WAS SQUEEZED OFF AT 15:30.  ONCE THE DAMAGED EQUIPMENT WAS REMOVED, THE DAMAGED SERVICE WAS REPAIRED AND THE GAS WAS BACK ON AT 00:30.    ASI PAVING HAD REQUESTED STAKING, WHICH WAS THEN ACCURATELY PROVIDED.  HOWEVER, THE 1-1/8"" PLASTIC THAT WAS DAMAGED WAS ONLY 2 INCHES BELOW THE BOTTOM OF THE 6-INCH THICK PAVEMENT BEING REMOVED. THIS MINIMAL DEPTH DID NOT ALLOW ASI TO HAND EXPOSE THE SERVICE TO DETERMINE DEPTH PRIOR TO REMOVING PAVEMENT (THE DAMAGE OCCURRED DURING THE PAVEMENT REMOVAL OPERATION).  IT IS SURMISED THAT THE 1-1/8"" PLASTIC SERVICE WAS BURIED AT PROPER DEPTH WHEN INSTALLED IN 1976, BUT SUBSEQUENT PARKING AREA GRADING SINCE THE INSTALLATION LIKELY CAUSED THE SERVICE TO BE AT A SHALLOW DEPTH.",0,0,YES,2011-07-06
2011,2011-02-15T06:05:00Z,2400 S BEATRICE,DETROIT,WAYNE,MICHIGAN CONSOLIDATED GAS CO (MICHCON),"AT 06:05, ON FEBRUARY 15, 2011, MICHCON RESPONDED TO A REPORTED EXPLOSION AT 2400 S. BEATRICE IN THE CITY OF DETROIT, WAYNE COUNTY, MI. AT 06:22 MICHCON PERSONNEL ARRIVED AND REPORTED A WALL DOWN INSIDE THE BUILDING WITH NO OUTSIDE STRUCTURE DAMAGE.  MICHCON LOCATED A LEAK OVER A 4-INCH CAST IRON MAIN LOCATED ON DOWNING STREET APPROXIMATELY 67 FEET WEST OF BEATRICE.  A CIRCUMFERENTIAL CRACK WAS FOUND IN THE 4-INCH CAST IRON MAIN.  AT 11:30 MICHCON REPAIRED THE 4-INCH CAST IRON MAIN WITH A 4""X9"" REPAIR CLAMP AND THE LEAK WAS STOPPED.   THE DEPTH OF FROST WAS 18-INCHES WHICH CAUSED THE MAIN TO BREAK. THE DEPTH OF MAIN IS APPROXIMATELY 48-INCHES.    THE INCIDENT WAS A RESULT OF LEAKING GAS MIGRATING FROM THE BROKEN MAIN, THROUGH THE FRONT YARD, AND INTO A STORAGE ROOM LOCATED IN THE CENTER OF THE BUILDING.  SOURCE OF IGNITION UNKNOWN.",0,0,NO,2011-02-15
2010,2010-12-29T09:05:00Z,2945 S. WAYNE ROAD,WAYNE,WAYNE,CONSUMERS ENERGY CO,"AN EXPLOSION OCCURRED AT 2945 S. WAYNE RD., WAYNE MI AT 09:05 AM.  THE INCIDENT LOCATION WAS THE WM. C. FRANKS FURNITURE STORE.  OTHER NEARBY BUILDINGS WERE ALSO AFFECTED.  THERE WERE TWO FATALITIES.  ADDITIONALLY, TWO OTHER PEOPLE WERE INJURED REQUIRING HOSPITALIZATION.    AN INVESTIGATION INTO THE CAUSE OF THE EXPLOSION WAS CONDUCTED.  THE CAUSE OF THE INCIDENT REMAINS UNCERTAIN AND THE RESULTS OF THE INVESTIGATION ARE INCONCLUSIVE.  A LEAK INSIDE THE FURNITURE STORE PRIOR TO THE EXPLOSION CANNOT BE RULED OUT.  FROM THE INVESTIGATION TEAM'S REPORT, UNDER CERTAIN CIRCUMSTANCES A PLAUSIBLE GAS MIGRATION ROUTE INTO THE BUILDING FROM THE 2 INCH MAIN SEPARATION WOULD HAVE BEEN BY WAY OF THE SANITARY SEWER PIPE THROUGH A SEWER CROCK.",2,2,YES,2010-12-29
